19/03/2020,São José,MUNICIPAL,Dia de São José,AL,São José da Tapera
13/10/2020,Aniversário da Cidade,MUNICIPAL,Comemorações da Emancipação Política da Cidade de Viçosa-AL,AL,Viçosa
25/04/2020,Aniversário da Cidade,MUNICIPAL,Aniversário de Itacoatiara,AM,Itacoatiara
24/10/2020,Aniversário de Manaus (Elevação de Manaus à categoria de Cidade),MUNICIPAL,conforme a Lei Orgânica do Município,AM,Manaus
19/03/2020,São José,MUNICIPAL,Dia de São José,BA,Água Fria
19/03/2020,São José,MUNICIPAL,Dia de São José,BA,Aporá
08/12/2020,Nossa Sra da Conceição,MUNICIPAL,"Nossa Senhora da Conceição, padroeira do Municipio",BA,Baixa Grande
14/12/2020,Dia do Evangélico,MUNICIPAL,"Dia do Evangélico, segundo decreto de 2013",BA,Baixa Grande
20/01/2020,São Sebastião,MUNICIPAL,"Dia do padroeiro da cidade, São Sebastião.",BA,Brumado
11/06/2020,Aniversário da Cidade,MUNICIPAL,Aniversário da Cidade,BA,Brumado
24/06/2020,São João,MUNICIPAL,Dia de São João,BA,Brumado
06/08/2020,Louvor ao Bom Jesus,MUNICIPAL,Louvor ao Bom Jesus,BA,Brumado
05/04/2020,Emancipação do Município,MUNICIPAL,Emancipação Política do Município de Caetité,BA,Caetité
12/07/2020,Anísio Teixeira,MUNICIPAL, Nascimento do Educador Anísio Teixeira,BA,Caetité
26/07/2020,Senhora Santana,MUNICIPAL,"Senhora Santana, Padroeira da Cidade",BA,Caetité
17/09/2020,Dia do Evangélico,MUNICIPAL,Dia do Evangélico,BA,Caetité
07/01/2020,São Tomaz de Cantuária,MUNICIPAL,"Dia do Padroeiro do Município, São Tomaz de Cantuária",BA,Camaçari
10/04/2020,Sexta-Feira Santa,MUNICIPAL,"Sexta-Feira Santa, paixão de cristo",BA,Camaçari
24/06/2020,Dia de São João,MUNICIPAL,Comemorações dos festejos juninos,BA,Camaçari
28/09/2020,Aniversário da Cidade,MUNICIPAL,Feriado em comemoração do Aniversário da Cidade de Camaçari,BA,Camaçari
19/03/2020,São José,MUNICIPAL,Dia de São José,BA,Capela do Alto Alegre
19/03/2020,São José,MUNICIPAL,Dia do Padroeiro da Cidade,BA,Carinhanha
01/06/2020,Divino Esp. Santo,MUNICIPAL,Festa do Divino Espírito Santo,BA,Carinhanha
17/08/2020,Aniversário da Cidade,MUNICIPAL,Aniversário da Cidade,BA,Carinhanha
10/04/2020,Sexta-feira Santa,MUNICIPAL,conforme Lei 851 de 23/10/1978,BA,Feira de Santana
11/06/2020,Corpus Christi,MUNICIPAL,conforme Lei 851 de 23/10/1978,BA,Feira de Santana
18/09/2020,Aniversário da Cidade,MUNICIPAL,"Conformidade com a Lei Complementar nº 031, de 15.09.2006, 18 de setembro é comemorado o DIA DA CIDADE, data da emancipação político-administrativa do Município (18 de setembro de 1833)",BA,Feira de Santana
19/03/2020,São José,MUNICIPAL,Dia de São José,BA,Gandu
19/03/2020,São José,MUNICIPAL,Dia de São José,BA,Ibirataia
20/01/2020,Dia de São Sebastião,MUNICIPAL,"Dia de São Sebastião, padroeiro da Cidade",BA,Ibotirama
26/02/2020,Quarta-Feira de Cinzas,MUNICIPAL,Quarta-Feira de Cinzas,BA,Ibotirama
14/08/2020,Aniversário da Cidade,MUNICIPAL,Aniversário de Emancipação do Município de Ibotirama,BA,Ibotirama
19/03/2020,São José,MUNICIPAL,Dia de São José,BA,Itapetinga
20/08/2020,Dia do Evangélico,MUNICIPAL,"Dia do Evangélico, conforme a Lei Nº 2.053, de 06 de Junho de 2018",BA,Jequié
25/10/2020,Aniversário da Cidade,MUNICIPAL,Aniversário da Cidade de Jequié,BA,Jequié
19/03/2020,São José,MUNICIPAL,Dia de São José,BA,Jussara
15/01/2020,St° Amaro de Ipitanga,MUNICIPAL,Padroeiro da cidade,BA,Lauro de Freitas
10/04/2020,Paixão de Cristo,MUNICIPAL,Paixão de Cristo,BA,Lauro de Freitas
24/06/2020,São João,MUNICIPAL,Dia de São João,BA,Lauro de Freitas
20/11/2020,Consciência Negra,MUNICIPAL,Dia Municipal da Consciência Negra,BA,Lauro de Freitas
28/01/2020,S. Gonçalo Canabrava,MUNICIPAL,Homenagem aos festejos de São Gonçalo de Canabrava,BA,Livramento de Nossa Senhora
19/03/2020,São José,MUNICIPAL,Dia de São José,BA,Mortugaba
19/03/2020,São José,MUNICIPAL,Dia de São José,BA,Mucuri
28/07/2020,Emancipação,MUNICIPAL,Emancipação de Paulo Afonso,BA,Paulo Afonso
04/10/2020,São Francisco,MUNICIPAL,"Dia de São Francisco de Assis, padroeiro da cidade",BA,Paulo Afonso
10/04/2020,Sexta-feira Santa,MUNICIPAL,conforme Lei Municipal nº 1997 de 21 de junho de 1967,BA,Salvador
11/06/2020,Corpus Christi,MUNICIPAL,conforme Lei Municipal nº 1997 de 21 de junho de 1967,BA,Salvador
24/06/2020,Dia de São João,MUNICIPAL,conforme Lei Municipal nº 1997 de 21 de junho de 1967,BA,Salvador
08/12/2020,Dia de Nossa Senhora da Conceição,MUNICIPAL,conforme Lei Municipal nº 1997 de 21 de junho de 1967,BA,Salvador
04/12/2020,Santa Bárbara,MUNICIPAL,"Dia de Santa Bárbara, padroeira da cidade",BA,Santa Bárbara
28/01/2020,São Gonçalo,MUNICIPAL,"São Gonçalo, padroeiro do município, de acordo com a Lei nº 415 de 14 de março de 1975.",BA,São Francisco do Conde
10/04/2020,Sexta-feira Santa,MUNICIPAL,Sexta-feira Santa,BA,São Francisco do Conde
11/06/2020,Corpus Christi,MUNICIPAL,Corpus Christi,BA,São Francisco do Conde
29/06/2020,Cidadania Franciscana,MUNICIPAL,"Data maior, consagrada à memória dos Franciscanos que participaram das lutas pela independência, de acordo com a Lei nº 415 de 14 de março de 1975.",BA,São Francisco do Conde
04/10/2020,São Francisco de Assis,MUNICIPAL,"São Francisco de Assis, padroeiro da cidade, de acordo com a Lei nº 415 de 14 de março de 1975.",BA,São Francisco do Conde
10/01/2020,Dia de São Gonçalo,MUNICIPAL,"Dia de São Gonçalo, padroeiro da cidade",BA,São Gonçalo dos Campos
19/03/2020,Dia de São José,MUNICIPAL,"Dia de São José, padroeiro do município",BA,Sento Sé
24/06/2020,Dia de São João,MUNICIPAL,Dia de São João,BA,Sento Sé
06/07/2020,Aniversário da Cidade,MUNICIPAL,Emancipação politica do município,BA,Sento Sé
20/11/2020,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 735/2007 de 20/12/2007,BA,Serrinha
27/07/2020,Aniversário do município,MUNICIPAL,Aniversário de Emancipação Política do Município,BA,Tapiramutá
18/09/2020,Dia do Evangélico,MUNICIPAL,"Dia do Evangélico, de acordo com o Artigo 1º da Lei nº 014/2009",BA,Tapiramutá
28/10/2020,Dia do Servidor Público,MUNICIPAL,"Dia do Servidor Público, de acordo com o Artigo 213 da Lei nº 03/1995",BA,Tapiramutá
08/12/2020,N. Sra. da Conceição,MUNICIPAL,Nossa Senhora da Conceição – Padroeira do Município,BA,Tapiramutá
09/05/2020,Aniversário da Cidade,MUNICIPAL,Aniversário da Cidade de Teixeira de Freitas,BA,Teixeira de Freitas
19/03/2020,São José,MUNICIPAL,Dia de São José,BA,Una
19/03/2020,São José,MUNICIPAL,Dia de São José,BA,Várzea da Roça
24/06/2020,Dia São João,MUNICIPAL,Dia São João,CE,Acopiara
04/10/2020,S. Francisco de Assis,MUNICIPAL,Dia de São Francisco de Assis,CE,Acopiara
19/03/2020,São José,MUNICIPAL,Dia de São José,CE,Aquiraz
19/03/2020,São José,MUNICIPAL,Dia de São José,CE,Aracati
10/11/2020,Dia do Município,MUNICIPAL,Aniversário da Cidade,CE,Aurora
19/03/2020,São José,MUNICIPAL,Dia de São José,CE,Caucaia
15/08/2020,N. Sra. dos Prazeres,MUNICIPAL,Padrodeira de Caucaia,CE,Caucaia
15/10/2020,Dia do município,MUNICIPAL,Aniversário de Caucaia,CE,Caucaia
19/03/2020,São José,MUNICIPAL,Dia de São José,CE,Cedro
19/03/2020,São José,MUNICIPAL,Dia de São José,CE,Crato
03/05/2020,Aniversário da Cidade,MUNICIPAL,Aniversário da Cidade,CE,Croatá
19/03/2020,São José,MUNICIPAL,Dia de São José,CE,Farias Brito
19/03/2020,São José,MUNICIPAL,"Dia de São José, padroeiro do estado do Ceará, conforme a Lei nº 8796 de 09 de dezembro de 2003",CE,Fortaleza
10/04/2020,Sexta-feira Santa,MUNICIPAL,conforme a Lei nº 8796 de 09 de dezembro de 2003,CE,Fortaleza
13/04/2020,Aniversário de Fortaleza,MUNICIPAL,"conforme Lei nº 7535, de 16 de junho 1994",CE,Fortaleza
11/06/2020,Corpus Christi,MUNICIPAL,conforme a Lei nº 8796 de 09 de dezembro de 2003,CE,Fortaleza
15/08/2020,N. Senhora da Assunção,MUNICIPAL,"Nossa Senhora da Assunção, Padroeira de Fortaleza, conforme a Lei nº 8796 de 09 de dezembro de 2003",CE,Fortaleza
19/03/2020,São José,MUNICIPAL,Dia de São José,CE,Fortim
19/03/2020,São José,MUNICIPAL,Dia de São José,CE,Horizonte
19/03/2020,São José,MUNICIPAL,Dia de São José,CE,Ibiapina
22/01/2020,Emancipação,MUNICIPAL,Emancipação política do município,CE,Icapuí
19/03/2020,São José,MUNICIPAL,Dia de São José,CE,Icapuí
19/03/2020,São José,MUNICIPAL,Dia de São José,CE,Icó
25/01/2020,Aniversário da Cidade,MUNICIPAL,Aniversário da Cidade,CE,Iguatu
19/03/2020,São José,MUNICIPAL,Dia de São José,CE,Iguatu
05/02/2020,Aniversário,MUNICIPAL,Aniversário do município,CE,Itarema
24/06/2020,São João,MUNICIPAL,Homenagem a São João Batista,CE,Itarema
13/10/2020,N. Sra. de Fátima,MUNICIPAL,Padroeira do Município,CE,Itarema
19/03/2020,São José,MUNICIPAL,Dia de São José,CE,Limoeiro do Norte
19/03/2020,São José,MUNICIPAL,Dia de São José,CE,Maracanaú
19/03/2020,São José,MUNICIPAL,Dia de São José,CE,Milhã
19/03/2020,São José,MUNICIPAL,Dia de São José,CE,Missão Velha
19/03/2020,São José,MUNICIPAL,Dia de São José,CE,Potengi
19/03/2020,São José,MUNICIPAL,Dia de São José,CE,Quixadá
15/04/2020,Dia do Evangélico,MUNICIPAL,Dia do Evangélico,CE,Quixeramobim
27/11/2020,Feriado Municipal,MUNICIPAL,Aniversário da passagem da imagem de Nossa Senhora de Fátima na cidade de Russas,CE,Russas
19/03/2020,São José,MUNICIPAL,Dia de São José,CE,Salitre
19/03/2020,São José,MUNICIPAL,Dia de São José,CE,Senador Pompeu
19/03/2020,São José,MUNICIPAL,Dia de São José,CE,Uruburetama
19/03/2020,São José,MUNICIPAL,Dia de São José,ES,Águia Branca
19/03/2020,São José,MUNICIPAL,Dia de São José,ES,Alto Rio Novo
04/10/2020,Aniversário da cidade,MUNICIPAL,"De acordo com o decreto da Lei nº 131, de 17 de outubro de 2005",ES,Barra de São Francisco
31/10/2020,Dia do Evangélico Francisquense,MUNICIPAL,"De acordo com a Lei nº 0508, de 11 de novembro de 2013.",ES,Barra de São Francisco
28/05/2020,Dia do município,MUNICIPAL,De acordo com a Lei nº 371/1986,ES,Bom Jesus do Norte
16/10/2020,São Geraldo Magela,MUNICIPAL,"Padroeiro do município, de acordo com a lei nº 044/2000",ES,Bom Jesus do Norte
08/12/2020,Imaculada Conceição,MUNICIPAL,De acordo com a Lei nº 035/2009,ES,Bom Jesus do Norte
10/04/2020,Sexta-feira Santa,MUNICIPAL,conforme Lei nº 317/1967,ES,Cariacica
13/04/2020,Nossa Senhora da Penha,MUNICIPAL,conforme Lei Municipal nº 317/1967,ES,Cariacica
11/06/2020,Corpus Christi,MUNICIPAL,conforme Lei nº 317/1967,ES,Cariacica
24/06/2020,São João Batista,MUNICIPAL,"Dia de São João Batista, Aniversário de Cariacica - conforme Lei Municipal nº 317/1967",ES,Cariacica
20/11/2020,Dia da Consciência Negra,MUNICIPAL,Dia da Consciência Negra,ES,Cariacica
19/03/2020,São José,MUNICIPAL,Dia de São José,ES,Governador Lindenberg
20/11/2020,Dia da Consciência Negra,MUNICIPAL,http://www.guarapari.es.gov.br/v3/index.php/servicos-ao-cidadao/feriados-e-datas-comemorativas.html,ES,Guarapari
20/01/2020,São Sebastião,MUNICIPAL,Dia de São Sebastião,ES,Itarana
18/04/2020,Emancipação política,MUNICIPAL,Emancipação politica do Município,ES,Itarana
24/05/2020,N. Sra. Auxiliadora,MUNICIPAL,Dia de Nossa Senhora Auxiliadora ,ES,Itarana
31/10/2020,Reforma Protestante,MUNICIPAL,Reforma Protestante,ES,Itarana
19/03/2020,São José,MUNICIPAL,Dia de São José,ES,Mimoso do Sul
19/03/2020,São José,MUNICIPAL,Dia de São José,ES,São José do Calçado
10/04/2020,Paixão de Cristo,MUNICIPAL,Paixão de Cristo,ES,São Mateus
11/06/2020,Corpus Christi,MUNICIPAL,Corpus Christi,ES,São Mateus
21/09/2020,Emancipação,MUNICIPAL,Emancipação política do município,ES,São Mateus
27/12/2020,São Benedito,MUNICIPAL,Dia de São Benedito,ES,São Mateus
29/06/2020,Dia de São Pedro,MUNICIPAL,Lei nº 228 de 1967,ES,Serra
08/12/2020,Nossa Senhora da Conceição,MUNICIPAL,Lei nº 228 de 1967,ES,Serra
26/12/2020,Dia do Serrano,MUNICIPAL,Lei nº 228 de 1967,ES,Serra
10/04/2020,Sexta-feira Santa,MUNICIPAL,"Feriado, conforme Lei 5.622 de 2015",ES,Vila Velha
28/04/2020,Festa da Penha,MUNICIPAL,"Feriado, conforme Lei 5.622 de 2015",ES,Vila Velha
23/05/2020,Dia da Colonização,MUNICIPAL,Dia da Colonização do Solo Espírito-Santense,ES,Vila Velha
11/06/2020,Corpus Christi,MUNICIPAL,"Feriado, conforme Lei 5.622 de 2015",ES,Vila Velha
10/04/2020,Sexta-feira Santa,MUNICIPAL,"conforme Lei Municipal nº 1.732, de 1967",ES,Vitória
20/04/2020,Nossa Senhora da Penha,MUNICIPAL,"Sempre comemorado oito dias após o domingo de Páscoa, de acordo com o Decreto nº 16.896",ES,Vitória
11/06/2020,Corpus Christi,MUNICIPAL,"conforme Lei Municipal nº 1.732, de 1967",ES,Vitória
08/09/2020,Nossa Senhora da Vitória,MUNICIPAL,"conforme Lei Municipal nº 1.732, de 1967",ES,Vitória
14/11/2020,Emancipação política,MUNICIPAL,Emancipação política de Aparecida de Goiânia,GO,Aparecida de Goiânia
21/10/2020,Aniversário da Cidade,MUNICIPAL,Comemorações da Fundação da Cidade: 21 de Outubro de 1911,GO,Caldas Novas
24/05/2020,Nossa Senhora Auxiliadora,MUNICIPAL,conforme Lei nº 701 de 30 agosto de 1956,GO,Goiânia
24/10/2020,Aniversário de Goiânia,MUNICIPAL,conforme a Lei nº 6968 de 19 de junho de 1991,GO,Goiânia
20/11/2020,Dia da Consciência Negra,MUNICIPAL,conforme a Lei nº 8786/2009,GO,Goiânia
26/07/2020,Fundação da Cidade,MUNICIPAL,Comemorações da Fundação da Cidade de Goiás,GO,Goiás
19/03/2020,São José,MUNICIPAL,Dia de São José,GO,Inaciolândia
19/03/2020,São José,MUNICIPAL,Dia de São José,GO,Inhumas
19/03/2020,São José,MUNICIPAL,Dia de São José,GO,Mossâmedes
19/03/2020,São José,MUNICIPAL,Dia de São José,GO,Niquelândia
08/10/2020,Aniversário da Cidade,MUNICIPAL,Aniversário de Petrolina de Goiás,GO,Petrolina de Goiás
19/03/2020,São José,MUNICIPAL,Dia de São José,GO,Planaltina
11/06/2020,Corpus Christi,MUNICIPAL,Corpus Christi,GO,Santa Bárbara de Goiás
23/10/2020,Aniversário da cidade,MUNICIPAL,Aniversário de Santa Bárbara de Goiás,GO,Santa Bárbara de Goiás
04/12/2020,Santa Bárbara,MUNICIPAL,"Dia de Santa Bárbara, padroeira do município",GO,Santa Bárbara de Goiás
15/06/2020,Aniversário,MUNICIPAL,Dia do Aniversário do Município de Valparaíso de Goiás,GO,Valparaíso de Goiás
04/10/2020,Dia do Padroeiro,MUNICIPAL,Dia do Padroeiro do Município de Valparaíso de Goiás,GO,Valparaíso de Goiás
30/11/2020,Dia do Evangélico,MUNICIPAL,Dia do Evangélico,GO,Valparaíso de Goiás
19/03/2020,São José,MUNICIPAL,Dia de São José,GO,Vianópolis
10/11/2020,Aniversário da Cidade,MUNICIPAL,Aniversário da Cidade,MA,Buriticupu
19/03/2020,São José,MUNICIPAL,Dia de São José,MA,Caxias
29/03/2020,Aniversário da Cidade,MUNICIPAL,Aniversário da Cidade de Chapadinha,MA,Chapadinha
15/09/2020,Nossa Senhora das Dores,MUNICIPAL,Comemorações da Padroeira da Cidade,MA,Chapadinha
19/03/2020,São José,MUNICIPAL,Dia de São José,MA,Duque Bacelar
10/11/2020,Aniversário da Cidade,MUNICIPAL,Aniversário da Cidade,MA,Governador Newton Bello
19/03/2020,São José,MUNICIPAL,Dia de São José,MA,Humberto de Campos
19/03/2020,São José,MUNICIPAL,Dia de São José,MA,Lago da Pedra
28/11/2020,Memória de Paulo G. Souza,MUNICIPAL,"O Projeto de Lei Nº 005/2017, feriado em memória de Paulo Germano de Souza, ex-prefeito de Maracaçumé",MA,Maracaçumé
19/03/2020,São José,MUNICIPAL,Dia de São José,MA,São José de Ribamar
10/04/2020,Sexta-feira Santa,MUNICIPAL,"conforme Lei nº 3432, de 06 de fevereiro de 1996",MA,São Luís
29/06/2020,São Pedro,MUNICIPAL,"conforme Lei nº 3432, de 06 de fevereiro de 1996",MA,São Luís
08/09/2020,Natividade de Nossa Senhora,MUNICIPAL,"conforme Lei nº 3432, de 06 de fevereiro de 1996",MA,São Luís
19/10/2020,Dia do Comerciário,MUNICIPAL,Feriado para a categoria,MA,São Luís
08/12/2020,Nossa Senhora da Conceição,MUNICIPAL,"conforme Lei nº 3432, de 06 de fevereiro de 1996",MA,São Luís
19/03/2020,"Homenagem a São José, Padroeiro do Município",MUNICIPAL,De acordo com a Lei Municipal nº 1210/2001,MA,Timon
15/10/2020,Homenagem à N. S.do Rosário de Fátima,MUNICIPAL,De acordo com a Lei Municipal nº 126 de 13 de outubro de 1953,MA,Timon
19/03/2020,Dia de São José,MUNICIPAL,"Consagrado a São José, padroeiro da cidade, segundo decreto 1723/1996",MG,Além Paraíba
10/04/2020,Sexta-Feira Santa,MUNICIPAL,"Sexta-Feira Santa, conforme decreto 1723/1996",MG,Além Paraíba
11/06/2020,Corpus Christi,MUNICIPAL,"Corpus Christi, conforme decreto 1723/1996",MG,Além Paraíba
28/09/2020,Aniversário da Cidade,MUNICIPAL,"Aniversário da cidade e consagrado a São Cosme e São Damião, segundo decreto 1723/1996",MG,Além Paraíba
20/11/2020,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 2.489, de 12 de março de 2007",MG,Além Paraíba
19/03/2020,São José,MUNICIPAL,Dia de São José,MG,Alto Rio Doce
25/02/2020,Carnaval,MUNICIPAL,"Terça feira de carnaval, feriado municipal instituído pela Lei Municipal nº 6.725/2014",MG,Araxá
10/04/2020,Sexta-Feira Santa,MUNICIPAL,Feriado municipal instituído pela Lei Municipal nº 6.725/2014,MG,Araxá
11/06/2020,Corpus Christi,MUNICIPAL,Feriado municipal instituído pela Lei Municipal nº 6.725/2014,MG,Araxá
08/08/2020,Dia de São Domingos,MUNICIPAL,"Festa de São Domingos, Feriado municipal instituído pela Lei Municipal nº 6.725/2014",MG,Araxá
15/08/2020,Nossa Sra Abadia,MUNICIPAL,"Festa de Nossa Senhora Abadia, Feriado municipal instituído pela Lei Municipal nº 6.725/2014",MG,Araxá
19/12/2020,Dia do Município,MUNICIPAL,"Dia do Município, feriado municipal instituído pela Lei Orgânica Municipal",MG,Araxá
19/03/2020,São José,MUNICIPAL,Dia de São José,MG,Barra Longa
10/04/2020,Sexta-feira Santa,MUNICIPAL,"conforme Lei nº 1327, de 08 de fevereiro de 1967",MG,Belo Horizonte
11/06/2020,Corpus Christi,MUNICIPAL,"conforme Lei nº 1327, de 08 de fevereiro de 1967",MG,Belo Horizonte
15/08/2020,Assunção de Nossa Senhora,MUNICIPAL,"conforme Lei nº 1327, de 08 de fevereiro de 1967",MG,Belo Horizonte
08/12/2020,Imaculada Conceição,MUNICIPAL,"conforme Lei nº 1327, de 08 de fevereiro de 1967",MG,Belo Horizonte
19/03/2020,São José,MUNICIPAL,"Dia de São José, padroeiro da cidade",MG,Bicas
13/06/2020,Santo Antônio,MUNICIPAL,Dia de Santo Antônio,MG,Bicas
10/04/2020,Sexta-Feira Santa,MUNICIPAL,"feriado municipal religioso instituído pela Lei Municipal 713, de 30 de dezembro de 1.976",MG,Bom Despacho
01/06/2020,Emancipação do Município,MUNICIPAL,"feriado cívico instituído pela Lei Municipal 713, de 30 de dezembro de 1.976",MG,Bom Despacho
11/06/2020,Corpus Christi,MUNICIPAL,"feriado municipal religioso instituído pela Lei Municipal 713, de 30 de dezembro de 1.976",MG,Bom Despacho
19/08/2020,Asunção de N. Senhora,MUNICIPAL,feriado religioso instituído pela Lei Municipal 713/76 e alterada pela Lei nº 2.328/13,MG,Bom Despacho
19/03/2020,São José,MUNICIPAL,Dia de São José,MG,Botelhos
19/03/2020,São José,MUNICIPAL,Dia de São José,MG,Capetinga
27/11/2020,N. Sra das Graças,MUNICIPAL,"Homenagem à Nossa Senhora Das Graças - Medalha Milagrosa, Projeto de Lei 1.799/2017",MG,Capinópolis
19/03/2020,São José,MUNICIPAL,Dia de São José,MG,Caraí
20/01/2020,São Sebastião,MUNICIPAL," Dia de São Sebastião, padroeiro da cidade",MG,Carlos Chagas
10/04/2020,Paixão de Cristo,MUNICIPAL,Paixão de Cristo,MG,Carlos Chagas
11/06/2020,Corpus Christi,MUNICIPAL,Corpus Christi,MG,Carlos Chagas
17/12/2020,Emancipação,MUNICIPAL,Aniversário de Emancipação Política do Município,MG,Carlos Chagas
10/04/2020,Sexta-Feira Santa,MUNICIPAL,Sexta Feira Santa,MG,Carmópolis de Minas
11/06/2020,Corpus Christi,MUNICIPAL,Dia de Corpus Christi,MG,Carmópolis de Minas
16/07/2020,N. Senhora do Carmo,MUNICIPAL,Dia da Padroeira Nossa Senhora do Carmo,MG,Carmópolis de Minas
27/12/2020,Aniversário da Cidade,MUNICIPAL,Dia do aniversário do Município,MG,Carmópolis de Minas
11/06/2020,Corpus Christi,MUNICIPAL,Corpus Christi,MG,Catas Altas
08/12/2020,N. Senhora da Conceição,MUNICIPAL,Dia de Nossa Senhora da Conceição,MG,Catas Altas
19/03/2020,Dia de São José,MUNICIPAL,"Data em que se comemora o dia do Padroeiro do Município, Santo São José",MG,Confins
10/04/2020,Sexta-Feira Santa,MUNICIPAL,Sexta-Feira Santa,MG,Confins
11/06/2020,Corpus Christi,MUNICIPAL,Dia de Corpus Christi,MG,Confins
18/10/2020,Dia de Mãe Rainha,MUNICIPAL,Consagrado à Mãe Rainha - dia de Nossa Senhora de Schoestatt,MG,Confins
21/12/2020,Aniversário do Município,MUNICIPAL,"Data de emancipação política de Confins, conforme Lei Estadual nº 12.030, de 21 de dezembro de 1995.",MG,Confins
19/03/2020,São José,MUNICIPAL,Dia de São José,MG,Congonhal
19/03/2020,São José,MUNICIPAL,Dia de São José,MG,Conselheiro Pena
10/04/2020,Sexta-feira da Paixão,MUNICIPAL,conforme Lei nº 3.484/2001,MG,Contagem
11/06/2020,Corpus Christi,MUNICIPAL,conforme Lei nº 3.484/2001,MG,Contagem
20/11/2020,Consciência Negra,MUNICIPAL,Conforme Lei nº 4.701/2014,MG,Contagem
26/07/2020,Nossa Sra Santana,MUNICIPAL,Dia de Nossa Senhora Santana,MG,Coromandel
19/03/2020,São José,MUNICIPAL,Dia de São José,MG,Córrego Danta
19/03/2020,São José,MUNICIPAL,Dia de São José,MG,Fama
10/04/2020,Sexta-Feira Santa,MUNICIPAL,Sexta-Feira Santa,MG,Guaxupé
01/06/2020,Aniversário da Cidade,MUNICIPAL,Comemorações do Aniversário do Municipio,MG,Guaxupé
11/06/2020,Corpus Christi,MUNICIPAL,Corpus Christi,MG,Guaxupé
15/09/2020,Dia de N. Sra da Dores,MUNICIPAL,"Dia de Nossa Senhora da Dores, padroeira do Município",MG,Guaxupé
20/11/2020,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal n 1864, de 09.12.2008",MG,Ibiá
10/04/2020,Paixão de Cristo,MUNICIPAL,Paixão de Cristo,MG,Ipatinga
29/04/2020,Emancipação,MUNICIPAL,Emancipação política de Ipatinga,MG,Ipatinga
11/06/2020,Corpus Christi,MUNICIPAL,Corpus Christi,MG,Ipatinga
15/08/2020,Nossa Senhora,MUNICIPAL,Assunção de Nossa Senhora,MG,Ipatinga
19/03/2020,Aniversário da Cidade,MUNICIPAL,Aniversário da Cidade de Itajubá,MG,Itajubá
19/03/2020,São José,MUNICIPAL,Dia de São José,MG,Itamonte
19/03/2020,São José,MUNICIPAL,Dia de São José,MG,Itueta
19/03/2020,Dia de São José,MUNICIPAL,"Dia de São José, padroeiro da cidade",MG,Ituiutaba
15/08/2020,Nossa Senhora da Abadia,MUNICIPAL,"Feriado, segundo Lei nº 2.205, de 10 de agosto de 1983",MG,Ituiutaba
