16/02/2026,Carnaval,FACULTATIVO,"Ponto Facultativo, ou seja, cabe às empresas e orgão públicos decidirem se trabalharão ou não.",,
16/02/2026,Segunda de Carnaval,FACULTATIVO,Ponto Facultativo nas repartições públicas,,
17/02/2026,Carnaval,FACULTATIVO,"Carnaval NÃO é um feriado oficial, é Ponto Facultativo, ou seja, cabe às empresas e orgão públicos decidirem se trabalharão ou não.",,
17/02/2026,Terça de Carnaval (Comércio de Fortaleza),FACULTATIVO,"Esta data (17/02) refere-se ao feriado dos trabalhadores do comércio de Fortaleza/CE, conforme a Lei Municipal nº 5.913/1985 (ou 1991 em consolidações posteriores). Para as demais cidades e setores, a data é ponto facultativo.",,
18/02/2026,Quarta Feira de Cinzas,FACULTATIVO,Ponto Facultativo nas repartições públicas,,
18/02/2026,Quarta-feira de Cinzas,FACULTATIVO,"Ponto facultativo referente à Quarta-feira de Cinzas, marcando o início da Quaresma e o encerramento do período carnavalesco.",,
28/02/2026,Ponto Facultativo - Memória de Zé Paraná,FACULTATIVO,"Ponto facultativo instituído em memória ao falecimento do Comendador José Pedro Dias, popularmente conhecido como Zé Paraná, colonizador e fundador do município de Juara, conforme previsto na Lei Municipal nº 1.543/2004.",MT,5105101
19/03/2026,Dia de São José,FACULTATIVO,Padroeiro do Estado do Ceará,CE,
19/03/2026,São José,FACULTATIVO,Dia de São José padroeiro de Mafra,SC,4210100
02/04/2026,Quinta-feira Santa,FACULTATIVO,"Ponto facultativo que antecede a Sexta-feira da Paixão, marcando o encerramento da Quaresma e o início do Tríduo Pascal na tradição cristã.",,
04/06/2026,Corpus Christi,FACULTATIVO,"Ponto Facultativo no País, mas Feriado Municipal em algumas cidades.. Corpus Christi, expressão latina que significa Corpo de Cristo, é uma festa Cristã realizada na quinta-feira seguinte ao domingo da Santíssima Trindade.",,
26/07/2026,Fundação da Cidade de Goiás,FACULTATIVO,"Feriado para Servidores Públicos. Determinado pelo Estatuto dos Funcionários Públicos Civis do Estado de Goiás e de suas Autarquias, Lei nº 10.460, de 22 de fevereiro de 1988",GO,5208905
15/10/2026,Dia do Professor,FACULTATIVO,"FERIADO ESCOLAR - No dia 15 de outubro de 1827 (dia consagrado à educadora Santa Teresa de Ávila), o Imperador do Brasil, Pedro I, baixou um Decreto Imperial que criou o Ensino Elementar no Brasil. Pelo decreto, ""todas as cidades, vilas e lugarejos teriam suas escolas de primeiras letras""",,
24/10/2026,Pedra fundamental de Goiânia,FACULTATIVO,"Feriado para Servidores Públicos. Determinado pelo Estatuto dos Funcionários Públicos Civis do Estado de Goiás e de suas Autarquias, Lei nº 10.460, de 22 de fevereiro de 1988",GO,
28/10/2026,Dia do Servidor Público,FACULTATIVO,Dia do Servidor Público - art. 249 da Lei Municipal nº 2.215/1991. O dia do servidor público é feriado apenas para funcionários públicos.,,
31/12/2026,"Após o meio-dia, Véspera de Ano Novo",FACULTATIVO,De acordo com o Decreto nº 18882-E de 01 de junho de 2015,,
